satellite,x_km,y_km,z_km
ARIANE_44L_R-B_001,-5889.1206,7661.8193,-1142.4736
ARIANE_44L_R-B_002,-6318.564,-379.6453,-8728.074
ARIANE_44L_R-B_003,6386.6143,1830.8864,11420.898
ARIANE_44L_R-B_004,-8664.838,4168.55,-8048.3013
ARIANE_44L_R-B_005,2713.7756,-8404.557,-3533.249
ARIANE_44L_R-B_006,-4866.0737,11871.106,3403.1619
ARIANE_44L_R-B_007,-8749.333,10813.139,-2356.1338
ARIANE_44L_R-B_008,9586.601,-8201.612,6343.912
ARIANE_44P+3_R-B_001,-9121.08,9427.68,-3801.806
ARIANE_44P_R-B_001,-6956.1313,973.9746,-8352.505
ARIANE_44P_R-B_002,2897.685,5394.431,9927.815
ARIANE_44P_R-B_003,9052.623,-10670.934,3782.1094
ARIANE_44P_R-B_004,-6907.718,1431.3281,-8110.272
ARIANE_44P_R-B_005,156.24292,7082.577,7226.7744
ARIANE_4R-B_001,-3607.9663,-296.59897,-5952.505
ARIANE_4R-B_002,538.37274,-4468.8496,-4194.2324
ARIANE_4R-B_003,-4498.1973,2877.9639,-3727.2058
ARIANE_4R-B_004,-3394.0703,5947.8574,1024.3406
ARIANE_4R-B_005,-3106.3435,-556.9156,-5636.034
ARIANE_5_DEB_(SPELTRA)_001,-6388.979,11121.218,721.9069
ARIANE_5_DEB_(SPELTRA)_002,-6959.3906,3390.7036,-6427.851
ARIANE_5_DEB_(SYLDA)_001,-7414.2856,11761.326,36.74067
ARIANE_5_DEB_(SYLDA)_002,-3868.2332,-6029.0923,-9099.834
ARIANE_5_DEB_(SYLDA)_003,-7994.444,4024.9092,-7322.4414
ARIANE_5_DEB_(SYLDA)_004,-8281.509,11620.687,-1111.7087
ARIANE_5_DEB_(SYLDA)_005,-5483.5044,4034.2988,-4004.1802
ARIANE_5_DEB_(SYLDA)_006,8061.8213,-12199.261,1736.941
ARIANE_5_DEB_(SYLDA)_007,-1686.4744,-7149.223,-7572.0747
ARIANE_5_DEB_(SYLDA)_008,-5829.4644,13328.0205,2865.8167
ARIANE_5_DEB_(SYLDA)_009,-8717.75,11294.955,-1791.9161
ARIANE_5_DEB_(SYLDA)_010,-887.2178,-7336.619,-7191.069
ARIANE_5_DEB_(SYLDA)_011,9898.032,-8352.88,6670.941
ARIANE_5_DEB_(SYLDA)_012,-3350.3845,5518.8984,526.2106
ARIANE_5_DEB_(SYLDA)_013,4300.4893,-5345.175,1041.4215
ARIANE_5_DEB_(SYLDA)_014,-2443.152,-1886.5508,-5280.441
ARIANE_5_DEB_(SYLDA)_015,8078.9863,-1553.0795,10431.782
ARIANE_5_DEB_(SYLDA)_016,-6892.432,10951.656,165.86058
ARIANE_5_DEB_(SYLDA)_017,7999.397,-2592.7568,9278.839
ARIANE_5_DEB_(SYLDA)_018,8947.182,-10067.024,4146.7393
ARIANE_5_DEB_(SYLDA)_019,-3791.925,8829.445,2825.0981
ARIANE_5_DEB_(SYLDA)_020,-6050.1313,5135.236,-3786.7048
ARIANE_5_DEB_(SYLDA)_021,-1172.9691,-6098.489,-6789.678
ARIANE_5_DEB_(SYLDA)_022,7171.9863,-3846.4214,6921.2188
ARIANE_5_DEB_(SYLDA)_023,2174.839,-8362.494,-4193.147
ARIANE_5_DEB_(SYLDA)_024,-6839.7217,10949.796,193.28252
ARIANE_5_DEB_(SYLDA)_025,-3632.5903,492.62564,-4772.678
ARIANE_5_DEB_(SYLDA)_026,-5520.6123,-1246.0907,-8359.746
ARIANE_5_DEB_(SYLDA)_027,-7371.0728,9768.434,-1510.6007
ARIANE_5_DEB_(SYLDA)_028,10240.698,-8026.738,7336.255
ARIANE_5_DEB_(SYLDA)_029,612.1475,6948.6143,7876.3384
ARIANE_5_DEB_(SYLDA)_030,3370.6775,-11715.306,-4365.2393
ARIANE_5_DEB_(SYLDA)_031,9099.789,-5428.7534,8102.859
ARIANE_5_DEB_(SYLDA)_032,-8180.5137,3673.8823,-7786.9146
ARIANE_5_DEB_(SYLDA)_033,385.545,-6776.712,-5345.9556
ARIANE_5_DEB_(SYLDA)_034,-7380.3877,6444.801,-4311.451
ARIANE_5_DEB_(SYLDA)_035,8259.386,-8708.721,4139.9873
ARIANE_5_DEB_(SYLDA)_036,887.84125,5124.714,6627.564
ARIANE_5_DEB_(SYLDA)_037,-5920.1426,10766.804,1135.9352
ARIANE_5_DEB_(SYLDA)_038,-7482.332,1388.3763,-8543.085
ARIANE_5_DEB_(SYLDA)_039,-1986.3867,9434.953,5904.243
ARIANE_5_DEB_(SYLDA)_040,6046.9854,-2667.822,6410.674
ARIANE_5_DEB_(SYLDA)_041,-7002.6157,-79.03328,-9294.944
ARIANE_5_DEB_(SYLDA)_042,-5098.469,11729.863,3057.1855
ARIANE_5_DEB_(SYLDA)_043,6347.9854,1287.1238,10868.556
ARIANE_5_DEB_001,8110.9414,-8853.86,3890.9763
ARIANE_5_DEB_002,-2739.351,-6355.7607,-8078.808
ARIANE_5_DEB_003,8650.568,-2496.569,10279.108
ARIANE_5_DEB_004,4828.3325,3828.5842,11184.542
ARIANE_5_R-B_001,5602.1763,-13589.247,-3070.0496
ARIANE_5_R-B_002,-4056.9907,8925.349,2397.068
ARIANE_5_R-B_003,-8243.273,2848.329,-8441.945
ARIANE_5_R-B_004,-6610.0117,-1340.9001,-9260.357
ARIANE_5_R-B_005,5215.109,-4419.844,3343.7412
ARIANE_5_R-B_006,-3570.0286,4853.064,-557.56226
ARIANE_5_R-B_007,-3087.976,-5726.679,-8333.815
ARIANE_5_R-B_008,10545.466,-7524.2534,8138.2295
ARIANE_5_R-B_009,7598.506,-12497.576,866.6154
ARIANE_5_R-B_010,-6149.0044,13352.503,2474.9822
ARIANE_5_R-B_011,-8507.435,11226.614,-1733.0803
ARIANE_5_R-B_012,6999.36,-4616.362,5855.7344
ARIANE_5_R-B_013,971.8756,-2755.5618,-1347.1357
ARIANE_5_R-B_014,120.4492,8679.125,8561.871
ARIANE_5_R-B_015,3831.1492,-11205.323,-3508.3906
ARIANE_5_R-B_016,-3070.8057,-1518.6608,-5922.9395
ARIANE_5_R-B_017,7596.64,-11799.994,1260.5726
ARIANE_5_R-B_018,-7126.947,80.9494,-8990.04
ARIANE_5_R-B_019,-7297.429,4008.3342,-6507.8154
ARIANE_5_R-B_020,-7218.842,544.04626,-9144.782
ARIANE_5_R-B_021,8143.559,-1804.9636,10267.834
ARIANE_5_R-B_022,6711.2637,1000.17194,11079.809
ARIANE_5_R-B_023,7848.994,-1456.9506,10208.803
ARIANE_5_R-B_024,6030.5894,-3169.929,5855.033
ARIANE_5_R-B_025,1260.933,-4751.061,-2845.1199
ARIANE_5_R-B_026,5254.317,-5080.553,2805.3108
ARIANE_5_R-B_027,7285.106,-12066.268,600.26447
ARIANE_5_R-B_028,-9075.688,8257.876,-4994.8623
ARIANE_5_R-B_029,10123.778,-9343.378,6182.319
ARIANE_5_R-B_030,6436.2124,-10672.078,321.95148
ARIANE_5_R-B_031,-7355.1855,338.29105,-9236.506
ARIANE_5_R-B_032,-2996.9683,-6534.3657,-8418.948
ARIANE_5_R-B_033,8023.2256,-4549.482,7448.949
ARIANE_5_R-B_034,6762.5386,-1045.574,9106.803
ARIANE_5_R-B_035,-6892.4326,12055.165,750.11163
ARIANE_5_R-B_036,-5303.7837,-1618.0396,-8299.378
ARIANE_5_R-B_037,4689.0645,-9993.77,-1827.0841
ARIANE_5_R-B_038,-5093.128,-485.76773,-7305.348
ARIANE_5_R-B_039,5250.0664,-11529.096,-1590.8206
ARIANE_5_R-B_040,-74.11493,4910.232,4951.3804
ARIANE_5_R-B_041,-9243.072,8374.625,-5043.0454
ARIANE_5_R-B_042,3564.2297,4378.689,9967.057
ARIANE_5_R-B_043,10093.89,-9890.376,5710.3535
ARIANE_5_R-B_044,7555.7305,-7514.882,4143.3906
ARIANE_5_R-B_045,3652.4731,-338.65894,5121.338
ARIANE_5_R-B_046,1876.7698,-10305.725,-5171.48
ARIANE_5_R-B_047,3810.1572,-10648.69,-3049.7896
ARIANE_5_R-B_048,7241.0513,-11288.465,1230.8295
ARIANE_5_R-B_049,6943.4185,-11388.548,769.4115
ARIANE_5_R-B_050,-3091.2004,10611.969,5040.2983
ARIANE_5_R-B_051,4591.089,-4719.327,2099.168
ARIANE_5_R-B_052,10201.3,-7210.689,7952.196
ARIANE_5_R-B_053,10632.379,-7611.2593,8168.37
ARIANE_5_R-B_054,10072.944,-7976.9595,7178.0757
ARIANE_5_R-B_055,-3455.5693,-4646.483,-8219.96
ARIANE_5_R-B_056,4885.7646,-2531.6228,4739.2725
ARIANE_5_R-B_057,783.9739,3723.974,5108.1304
ARIANE_5_R-B_058,9264.186,-3961.3474,9662.875
ARIANE_5_R-B_059,4512.226,4638.136,11479.859
ARIANE_5_R-B_060,-7002.4194,10829.145,-281.50696
ARIANE_5_R-B_061,7289.623,-11884.71,657.23584
ARIANE_5_R-B_062,6184.8804,-5589.0264,3789.605
ARIANE_5_R-B_063,-8611.27,11459.891,-1475.9933
ARIANE_5_R-B_064,-6519.1216,-855.0225,-9109.099
ARIANE_5_R-B_065,9553.335,-9026.98,5711.272
ARIANE_5_R-B_066,1908.5815,-9938.833,-4829.149
ARIANE_5_R-B_067,-2568.5532,-5413.436,-7720.976
ARIANE_5_R-B_068,7690.171,-2403.6025,9038.112
ARIANE_5_R-B_069,10423.514,-10352.295,5798.9907
ARIANE_5_R-B_070,9547.281,-7477.192,6975.7905
ARIANE_5_R-B_071,4519.2876,2213.5088,9230.538
ARIANE_5_R-B_072,-7768.177,9235.438,-3035.8127
ARIANE_5_R-B_073,-318.27213,8764.711,8001.544
ARIANE_5_R-B_074,-8450.618,10987.416,-1776.7285
ARIANE_5_R-B_075,-9342.206,7525.209,-6024.0347
ARIANE_5_R-B_076,-7886.114,2141.8176,-8788.014
ARIANE_5_R-B_077,-8259.705,2753.4817,-8731.571
ARIANE_5_R-B_078,-3208.808,-6276.2007,-8306.839
ARIANE_5_R-B_079,3664.1877,5518.0093,11147.852
ARIANE_5_R-B_080,-8301.007,4838.3657,-6245.057
ARIANE_5_R-B_081,8785.074,-5937.549,7239.648
ARIANE_5_R-B_082,2222.4749,8063.8174,11284.771
ARIANE_5_R-B_083,5743.498,-4177.9683,4426.9883
ARIANE_5_R-B_084,-3801.0322,-3635.0574,-8001.556
ARIANE_5_R-B_085,-5017.6357,-2394.3538,-8462.049
ARIANE_5_R-B_086,9598.182,-9777.682,5232.795
ARIANE_5_R-B_087,7880.3105,-1045.9181,10674.265
ARIANE_5_R-B_088,2584.088,4285.6885,8441.6045
ARIANE_5_R-B_089,9437.584,-6589.406,7561.4727
ARIANE_5_R-B_090,-7022.3726,12598.96,834.0789
ARIANE_5_R-B_091,10414.253,-8638.099,7110.503
ARIANE_5_R-B_092,-6399.7393,13008.803,2000.4592
ARIANE_5_R-B_093,-9235.9375,8592.578,-4643.4116
ARIANE_5_R-B_094,8536.748,-1416.9818,11223.2295
ARIANE_5_R-B_095,-4858.141,-3721.2224,-8721.466
ARIANE_5_R-B_096,9464.645,-9427.03,5312.269
ARIANE_6_R-B_001,656.46826,4135.719,5466.7075
ARKTIKA-M_1_001,-5071.9043,11454.648,4266.25
ARKTIKA-M_2_001,6277.6416,1337.961,10882.816
ARMSAT1_URDANETA_001,-390.94424,3680.666,3409.7131
ARSAT_1_001,-9226.787,10127.952,-3359.0178
ARSAT_2_001,-8859.758,11090.491,-2164.9087
ARTEMIS_001,-8126.206,12378.235,-79.7569
ARTHUR-1_001,1733.7821,-983.186,1669.0916
ASAP-S_001,-2484.9512,3732.373,377.1564
ASCENT_001,-7468.643,588.4797,-8999.638
ASC_1_001,-5294.0913,13897.3955,4054.0234
ASC_1_R-B(PAM-D)_001,-8244.347,10597.954,-1129.0393
ASIASAT_1_001,-1710.6857,-8378.466,-8309.244
ASIASAT_2_PKM_001,-3628.9094,-4603.347,-9037.29
ASIASAT_3S_001,2032.4872,-10923.446,-5138.6924
ASIASAT_4_001,10726.264,-8043.6753,7898.742
ASIASAT_5_001,9362.178,-11779.732,3511.6582
ASIASAT_6_001,10586.306,-10450.954,5937.2803
ASIASAT_7_001,9787.128,-11458.775,4250.234
ASIASAT_8_001,5773.591,-12405.92,-1268.9474
ASIASAT_9_001,10660.509,-10281.589,6148.8203
ASIASTAR_001,9176.067,-12166.631,2872.9841
ASNARO-2_001,-3782.028,4571.928,-1170.926
ASNARO_001,1238.3713,-4462.28,-3108.935
ASO-S_001,-2103.0088,-1286.4944,-5072.1416
ASTEX_1_001,-658.99054,-3590.742,-5171.9326
ASTRANIS_UTILITYSAT_001,-3377.8708,11211.111,5245.4453
ASTRA_1A_001,8372.721,-12732.876,1382.9102
ASTRA_1B_001,10782.863,-9341.545,6912.6104
ASTRA_1C_001,-7043.2437,-523.33105,-9215.767
ASTRA_1D_001,9849.468,-11744.059,3937.2734
ASTRA_1E_001,-9058.65,5793.898,-6801.5977
ASTRA_1F_001,9772.448,-11633.044,4049.957
ASTRA_1G_001,-9379.968,8147.6333,-5031.722
ASTRA_1H_001,6569.7627,-12839.405,-723.30206
ASTRA_1KR_001,-5123.451,-4149.004,-9125.236
ASTRA_1L_001,-5091.1934,-4193.0405,-9109.922
ASTRA_1M_001,-5118.6284,-4154.8887,-9121.318
ASTRA_1N_001,-5120.335,-4154.6504,-9123.75
ASTRA_1P_(SES_24)_001,-5123.2544,-4152.565,-9129.082
ASTRA_2A_001,2592.5698,-11138.698,-4531.172
ASTRA_2B_001,-5426.705,-3563.8362,-9014.77
ASTRA_2C_001,-7454.7393,628.8463,-8835.937
ASTRA_2D_001,-7101.7856,13303.107,1410.471
ASTRA_2E_001,-3778.382,-5904.47,-8673.523
ASTRA_2F_001,-3820.9983,-5852.447,-8687.711
ASTRA_2G_001,-3825.7043,-5848.7373,-8689.933
ASTRA_3A_001,10560.794,-7751.204,7913.437
ASTRA_3B_001,-4542.631,-4953.595,-8935.889
ASTRA_4A_(SIRIUS_4)_001,-6577.0786,-1570.0929,-9339.033
ASTRA_5B_001,-4553.5244,-4951.7476,-8956.995
ASTRID_001,1152.0117,-5011.5806,-3807.0635
ASTRID_2_001,-85.73675,4731.8774,5040.947
ASTROCAST-0101_001,4093.503,-712.3296,5598.4175
ASTROCAST-0103_001,-1212.6958,-2921.0862,-5274.468
ASTROCAST-0104_001,-731.0195,-3341.0684,-4989.5386
ASTROCAST-0105_001,-2853.1155,5115.5845,1171.691
ASTROCAST-01_001,4486.3896,-3916.023,2724.679
ASTROCAST-0201_001,557.2416,-4375.1387,-4010.5398
ASTROCAST-0202_001,2230.4949,-5555.7456,-2331.999
ASTROCAST-0203_001,-2240.0774,4906.3633,1636.2137
ASTROCAST-0205_001,1123.8777,83.24356,1877.1715
ASTROCAST-0301_001,-1082.6783,-3600.4487,-5487.185
ASTROCAST-0302_001,2086.63,175.59161,3304.8726
ASTROCAST-0304_001,-0.22598767,-4080.5354,-4549.7354
ASTROCAST-0401_001,2194.8774,2390.036,6041.6904
ASTROCAST-0402_001,3917.3848,-3158.8406,2574.56
ASTROCAST-0403_001,-3801.8042,803.96796,-4865.996
ASTROCAST-0404_001,-576.9254,-3663.706,-5025.847
ASTRON_001,-2118.6152,-8671.702,-9037.878
ASTROSAT_001,2710.908,-5120.662,-1139.1592
ASTRO_F_DEB_(LENS_COVER)_001,1839.003,1935.3416,5107.451
ASTRO_H_001,3987.801,-1041.4403,4897.842
ASUSAT_001,736.22516,2685.6448,4133.334
AT&T_T-16_001,-7549.583,12715.194,392.54178
ATHENA-FIDUS_001,-1945.3551,-7753.45,-7803.3516
ATHENA_001,40.390972,-3951.1016,-4436.013
ATLAS_14E_R-B_001,-468.4993,-6008.642,-6413.056
ATLAS_1_CENTAUR_R-B_001,5757.1543,-11465.901,-1445.8511
ATLAS_1_CENTAUR_R-B_002,7530.0093,-12228.368,616.5999
ATLAS_28E_DEB_001,1575.6526,-5686.238,-3569.9788
ATLAS_28E_DEB_002,917.3527,-4828.159,-3566.9705
ATLAS_28E_DEB_003,2083.6748,-5890.505,-2985.0396
ATLAS_28E_DEB_004,4439.735,-3354.4768,3316.521
ATLAS_28E_R-B_001,-32.202347,-4171.087,-4684.1704
ATLAS_2AS_CENTAUR_R-B_001,5709.031,-1936.1537,6548.8853
ATLAS_2AS_CENTAUR_R-B_002,-4962.4487,7942.4614,457.17996
ATLAS_2AS_CENTAUR_R-B_003,-5632.1265,4721.6665,-3621.6035
ATLAS_2AS_CENTAUR_R-B_004,-5271.903,8126.7866,-152.8672
ATLAS_2AS_CENTAUR_R-B_005,2008.6774,106.81719,3035.478
ATLAS_2AS_CENTAUR_R-B_006,-1984.9567,1864.1283,-725.0199
ATLAS_2AS_CENTAUR_R-B_007,5506.7383,-1972.143,6286.538
ATLAS_2A_CENTAUR_R-B_001,-8712.908,9149.079,-4321.3413
ATLAS_2A_CENTAUR_R-B_002,6973.6245,-5864.5195,4772.6523
ATLAS_2A_CENTAUR_R-B_003,1906.4823,-7608.7397,-3985.4797
ATLAS_2A_CENTAUR_R-B_004,4943.9243,-7011.4814,826.57513
ATLAS_2A_CENTAUR_R-B_005,-7986.797,4500.3687,-6575.0283
ATLAS_2A_CENTAUR_R-B_006,4577.0396,704.7876,7704.5537
ATLAS_2A_R-B_001,-454.14948,3992.809,3354.7173
ATLAS_2_CENTAUR_R-B(2)_001,-6486.35,13730.446,2454.9998
ATLAS_2_CENTAUR_R-B_001,2312.988,-11519.647,-5300.2114
ATLAS_2_CENTAUR_R-B_002,-8361.196,5080.5317,-7497.7393
ATLAS_2_CENTAUR_R-B_003,-6790.4707,2865.746,-7313.881
ATLAS_2_CENTAUR_R-B_004,-1972.271,-79.79266,-2766.9175
ATLAS_2_CENTAUR_R-B_005,4214.507,-7624.4204,-752.2051
ATLAS_35F_R-B_001,-3034.6816,-2204.5144,-6827.0137
ATLAS_3B_CENTAUR_R-B_001,4327.578,-615.1023,5996.7993
ATLAS_41E_DEB_001,-1510.0754,5442.4614,3463.903
ATLAS_41E_DEB_002,-1303.5056,-3189.5894,-5672.8213
ATLAS_41E_R-B_001,-26.407953,-1393.1761,-2045.9971
ATLAS_55E_DEB_001,4063.7344,-186.63449,5850.908
ATLAS_55E_R-B_001,2653.4202,-1693.0447,1860.6088
ATLAS_5_CENTAUR_DEB_001,-8071.6196,10657.058,-1994.3423
ATLAS_5_CENTAUR_DEB_002,7490.431,-5687.428,5709.6978
ATLAS_5_CENTAUR_DEB_003,-8187.543,4448.382,-6520.438
ATLAS_5_CENTAUR_DEB_004,-8953.933,9722.457,-4165.365
ATLAS_5_CENTAUR_DEB_005,-9083.026,6867.421,-6031.441
ATLAS_5_CENTAUR_DEB_006,-8852.366,10227.945,-3327.889
ATLAS_5_CENTAUR_DEB_007,-8839.854,9735.9,-4063.927
ATLAS_5_CENTAUR_DEB_008,-6871.2305,10703.549,-834.3813
ATLAS_5_CENTAUR_DEB_009,-7471.8086,10709.653,-1609.2635
ATLAS_5_CENTAUR_DEB_010,7552.3594,-2046.8208,9197.282
ATLAS_5_CENTAUR_DEB_011,-9386.046,8972.596,-4998.2114
ATLAS_5_CENTAUR_DEB_012,7172.2124,-2459.2886,8224.685
ATLAS_5_CENTAUR_DEB_013,-8900.516,5756.7397,-7137.0195
ATLAS_5_CENTAUR_DEB_014,-9333.152,8580.364,-5578.1577
ATLAS_5_CENTAUR_DEB_015,-769.37115,6346.12,4936.991
ATLAS_5_CENTAUR_DEB_016,7392.5444,-5604.037,5690.3525
ATLAS_5_CENTAUR_DEB_017,-7131.9946,10217.911,-1535.5677
ATLAS_5_CENTAUR_DEB_018,-9153.455,6971.6924,-6775.6655
ATLAS_5_CENTAUR_DEB_019,-6258.5044,9422.743,-912.50244
ATLAS_5_CENTAUR_DEB_020,-8988.573,10190.801,-3419.528
ATLAS_5_CENTAUR_DEB_021,-4790.9517,-1083.1752,-7315.9277
ATLAS_5_CENTAUR_DEB_022,-6703.403,1255.5999,-7965.6797
ATLAS_5_CENTAUR_DEB_023,-8967.945,9796.856,-4171.107
ATLAS_5_CENTAUR_DEB_024,-6496.6304,12053.881,907.2133
ATLAS_5_CENTAUR_DEB_025,-9282.612,7461.399,-6109.4697
ATLAS_5_CENTAUR_DEB_026,-9006.274,10317.818,-3273.208
ATLAS_5_CENTAUR_DEB_027,7072.4263,-6539.403,4442.0273
ATLAS_5_CENTAUR_DEB_028,-9022.32,9336.495,-4654.7363
ATLAS_5_CENTAUR_DEB_029,-9120.052,9136.0,-4936.4795
ATLAS_5_CENTAUR_DEB_030,7778.6562,-5083.6587,6673.4595
ATLAS_5_CENTAUR_DEB_031,-7862.1836,10357.081,-2367.5503
ATLAS_5_CENTAUR_DEB_032,-8758.7295,5681.3174,-7544.744
ATLAS_5_CENTAUR_DEB_033,-6702.8384,11674.661,287.46066
ATLAS_5_CENTAUR_DEB_034,-5792.0923,153.29308,-7454.3555
ATLAS_5_CENTAUR_DEB_035,-8704.553,9953.386,-3717.9937
ATLAS_5_CENTAUR_DEB_036,-7184.9272,2115.9136,-7760.8833
ATLAS_5_CENTAUR_DEB_037,-2682.7988,8765.047,4007.2148
ATLAS_5_CENTAUR_DEB_038,-9074.233,6679.839,-6966.098
ATLAS_5_CENTAUR_DEB_039,6678.1035,1233.6722,11260.934
ATLAS_5_CENTAUR_DEB_040,-8418.691,10127.825,-3217.8147
ATLAS_5_CENTAUR_DEB_041,1030.3787,7272.007,8697.947
ATLAS_5_CENTAUR_DEB_042,-7243.798,10055.687,-1722.2292
ATLAS_5_CENTAUR_DEB_043,-7530.5347,10953.622,-1432.7423
ATLAS_5_CENTAUR_DEB_044,-8421.027,4968.507,-6212.6167
ATLAS_5_CENTAUR_DEB_045,-7524.5703,3071.347,-7001.269
ATLAS_5_CENTAUR_DEB_046,-7538.6504,3228.4731,-6758.9053
ATLAS_5_CENTAUR_DEB_047,-5621.6084,10749.401,985.3345
ATLAS_5_CENTAUR_DEB_048,6685.632,1768.5295,11751.638
ATLAS_5_CENTAUR_DEB_049,-6274.47,891.39966,-7434.385
ATLAS_5_CENTAUR_DEB_050,-5922.1665,10106.79,31.952063
ATLAS_5_CENTAUR_DEB_051,-1723.4401,-3417.9443,-5320.454
ATLAS_5_CENTAUR_DEB_052,7979.9766,-1210.3392,10651.385
ATLAS_5_CENTAUR_DEB_053,-9242.0205,9444.691,-3540.857
ATLAS_5_CENTAUR_DEB_054,-8871.703,10980.824,-1852.0299
ATLAS_5_CENTAUR_DEB_055,-7987.0703,11780.597,-407.95447
ATLAS_5_CENTAUR_DEB_056,-5539.042,-1886.2162,-8435.049
ATLAS_5_CENTAUR_DEB_057,-7408.3877,12596.558,760.1398
ATLAS_5_CENTAUR_DEB_058,-8466.647,11555.835,-1034.2169
ATLAS_5_CENTAUR_DEB_059,3226.277,-9111.716,-3300.066
ATLAS_5_CENTAUR_DEB_060,4911.955,-9312.192,-1191.2708
ATLAS_5_CENTAUR_DEB_061,-9131.966,9849.126,-3089.3882
ATLAS_5_CENTAUR_DEB_062,6431.2046,-1796.2583,7798.7017
ATLAS_5_CENTAUR_DEB_063,-7531.4644,12478.34,465.579
ATLAS_5_CENTAUR_DEB_064,-8174.0425,4022.4512,-7081.335
ATLAS_5_CENTAUR_DEB_065,-5154.2153,-2108.3296,-8210.2
ATLAS_5_CENTAUR_DEB_066,7868.016,-5834.451,5963.614
ATLAS_5_CENTAUR_DEB_067,-9167.026,7786.325,-4944.513
ATLAS_5_CENTAUR_DEB_068,-9080.025,6806.1743,-5770.994
ATLAS_5_CENTAUR_DEB_069,7672.745,-6575.0454,5015.2573
ATLAS_5_CENTAUR_DEB_070,-9023.944,7745.4814,-4911.751
ATLAS_5_CENTAUR_DEB_071,-3130.5771,10195.545,4792.9263
ATLAS_5_CENTAUR_DEB_072,-6277.098,12380.241,1852.4055
ATLAS_5_CENTAUR_DEB_073,6068.4062,-9570.901,223.22227
ATLAS_5_CENTAUR_DEB_074,-8899.097,10062.629,-2635.3298
ATLAS_5_CENTAUR_DEB_075,-8966.5,6551.3965,-5854.396
ATLAS_5_CENTAUR_DEB_076,5389.3716,436.16284,8620.096
ATLAS_5_CENTAUR_DEB_077,-9165.282,9515.413,-3430.6936
ATLAS_5_CENTAUR_DEB_078,2906.0615,3750.3628,8367.296
ATLAS_5_CENTAUR_DEB_079,6504.9116,-1114.7063,8618.315
ATLAS_5_CENTAUR_DEB_080,-8624.701,5310.199,-6541.636
ATLAS_5_CENTAUR_DEB_081,-9024.566,7082.6553,-5437.1455
ATLAS_5_CENTAUR_DEB_082,3002.2542,3806.48,8560.624
ATLAS_5_CENTAUR_DEB_083,8039.5117,-6736.935,5401.144
ATLAS_5_CENTAUR_DEB_084,7242.7095,-8812.841,2498.283
ATLAS_5_CENTAUR_DEB_085,-8353.621,11903.7,-726.6541
ATLAS_5_CENTAUR_DEB_086,-5799.345,243.9318,-7267.2754
ATLAS_5_CENTAUR_DEB_087,-6108.7305,706.3347,-7277.3896
ATLAS_5_CENTAUR_DEB_088,-8496.217,4896.496,-6741.178
ATLAS_5_CENTAUR_DEB_089,885.29694,6209.828,7596.088
ATLAS_5_CENTAUR_DEB_090,-8268.054,5365.4014,-6406.6196
ATLAS_5_CENTAUR_DEB_091,-9216.05,9216.15,-3737.8384
ATLAS_5_CENTAUR_DEB_092,5950.119,-9121.627,469.69962
ATLAS_5_CENTAUR_DEB_093,2564.7786,-7410.824,-2923.7092
ATLAS_5_CENTAUR_DEB_094,1996.4287,4963.878,8153.535
ATLAS_5_CENTAUR_DEB_095,8084.2617,-6474.197,5696.8374
ATLAS_5_CENTAUR_DEB_096,-6875.529,10365.329,-1095.1726
ATLAS_5_CENTAUR_DEB_097,-8678.012,5276.706,-7105.7437
ATLAS_5_CENTAUR_DEB_098,6958.1724,-7172.9307,3587.665
ATLAS_5_CENTAUR_DEB_099,-3285.5286,8170.243,2484.2488
ATLAS_5_CENTAUR_DEB_100,-8258.945,11928.748,-646.83746
ATLAS_5_CENTAUR_DEB_101,-9012.441,9009.11,-3719.183
ATLAS_5_CENTAUR_DEB_102,-8560.435,7028.6025,-5191.895
ATLAS_5_CENTAUR_DEB_103,-8783.017,11106.15,-1703.126
ATLAS_5_CENTAUR_DEB_104,-9193.583,8843.943,-4045.5708
ATLAS_5_CENTAUR_DEB_105,-2073.4143,9229.187,5647.959
ATLAS_5_CENTAUR_DEB_106,-3525.1353,-2585.9973,-6793.2856
ATLAS_5_CENTAUR_DEB_107,8595.524,-7410.631,5621.2007
ATLAS_5_CENTAUR_DEB_108,-8331.416,11834.25,-723.82275
ATLAS_5_CENTAUR_DEB_109,-7056.4653,-113.45359,-9029.479
ATLAS_5_CENTAUR_DEB_110,-7616.6523,12468.709,363.8474
ATLAS_5_CENTAUR_DEB_111,-825.6744,-5830.4336,-6095.5254
ATLAS_5_CENTAUR_DEB_112,-8743.624,6467.4556,-5681.9653
ATLAS_5_CENTAUR_DEB_113,-8587.353,11234.549,-1431.7805
ATLAS_5_CENTAUR_DEB_114,-6642.5566,13041.474,1749.6361
ATLAS_5_CENTAUR_DEB_115,7648.1465,-5431.2793,6037.5034
ATLAS_5_CENTAUR_DEB_116,-7202.105,12967.33,1094.2511
ATLAS_5_CENTAUR_DEB_117,-9084.397,10208.314,-3293.6157
ATLAS_5_CENTAUR_DEB_118,-4246.133,7873.241,797.87274
ATLAS_5_CENTAUR_DEB_119,-8033.545,10687.505,-2246.6953
ATLAS_5_CENTAUR_DEB_120,-9274.823,8208.363,-5949.0146
ATLAS_5_CENTAUR_DEB_121,-6471.248,10806.38,-191.0657
ATLAS_5_CENTAUR_DEB_122,-7893.0737,3932.3137,-6595.1704
ATLAS_5_CENTAUR_DEB_123,2180.5618,-9099.011,-4661.879
